식별자,스타일,서브스타일,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_핏
463330,섹시,리조트,민트,티셔츠,민소매,저지,,유넥,노멀,,민트,,,
481890,섹시,페미닌,베이지,블라우스,반팔,시폰,플로럴,오프숄더,타이트,,,청바지,데님,노멀
486488,섹시,스트리트,베이지,블라우스,긴팔,시폰,호피,브이넥,노멀,발목,블랙,팬츠,데님,스키니
496221,섹시,스트리트,화이트,티셔츠,긴팔,우븐,무지,브이넥,타이트,,스카이블루,,,
496261,섹시,스포티,블랙,탑,민소매,"레이스, 우븐",무지,브이넥,타이트,발목,블랙,팬츠,우븐,스키니
496621,섹시,스트리트,블랙,탑,민소매,니트,,유넥,타이트,발목,스카이블루,청바지,데님,노멀
507081,섹시,스트리트,브라운,블라우스,반팔,"시폰, 우븐",무지,오프숄더,타이트,,그레이,청바지,데님,노멀
511827,섹시,페미닌,베이지,니트웨어,긴팔,울/캐시미어,무지,오프숄더,노멀,,,스커트,울/캐시미어,스키니
514348,섹시,로맨틱,블랙,블라우스,반팔,"시폰, 니트",믹스,브이넥,타이트,발목,블루,청바지,데님,노멀
521746,섹시,스트리트,네온,티셔츠,반팔,저지,무지,라운드넥,루즈,미니,스카이블루,청바지,데님,노멀
521767,섹시,스트리트,,니트웨어,,니트,,유넥,노멀,미니,블루,청바지,데님,노멀
522643,섹시,스트리트,화이트,블라우스,반팔,린넨,무지,스퀘어넥,노멀,미니,화이트,팬츠,린넨,루즈
528113,섹시,,그레이,탑,민소매,시폰,무지,유넥,루즈,미니,화이트,스커트,트위드,노멀
530330,섹시,스트리트,스카이블루,블라우스,긴팔,시폰,호피,오프숄더,노멀,발목,블랙,청바지,데님,노멀
539527,섹시,,레드,티셔츠,긴팔,니트,무지,라운드넥,타이트,발목,베이지,스커트,우븐,노멀
541006,섹시,,퍼플,브라탑,민소매,저지,무지,유넥,타이트,미니,스카이블루,청바지,데님,와이드
58887,섹시,,베이지,블라우스,7부소매,,호피,스위트하트,노멀,맥시,블루,청바지,데님,와이드
604501,섹시,로맨틱,브라운,탑,민소매,,호피,스위트하트,노멀,발목,스카이블루,청바지,데님,스키니
606129,섹시,,블랙,티셔츠,긴팔,스웨이드,호피,터틀넥,노멀,발목,블랙,팬츠,우븐,노멀
606189,섹시,,블랙,티셔츠,긴팔,저지,호피,라운드넥,루즈,,화이트,,,
626771,섹시,스포티,핑크,브라탑,민소매,저지,,라운드넥,타이트,미니,화이트,스커트,우븐,스키니
62886,섹시,스트리트,,니트웨어,,니트,무지,터틀넥,노멀,미니,블랙,스커트,가죽,스키니
66095,섹시,페미닌,화이트,티셔츠,긴팔,우븐,스트라이프,오프숄더,타이트,발목,블랙,팬츠,우븐,노멀
662943,섹시,,브라운,티셔츠,긴팔,저지,무지,보트넥,루즈,미니,블랙,스커트,우븐,스키니
668728,섹시,페미닌,베이지,티셔츠,긴팔,레이스,플로럴,터틀넥,타이트,,스카이블루,,,
684527,섹시,스트리트,블랙,탑,민소매,저지,무지,유넥,타이트,미니,스카이블루,청바지,데님,스키니
703820,섹시,페미닌,베이지,티셔츠,긴팔,저지,무지,터틀넥,타이트,,,스커트,벨벳,노멀
713393,섹시,,브라운,블라우스,긴팔,우븐,호피,브이넥,노멀,발목,블랙,팬츠,우븐,와이드
731006,섹시,스트리트,블랙,탑,민소매,저지,,,타이트,발목,블루,청바지,데님,와이드
733549,섹시,모던,블랙,탑,민소매,레이스,,스위트하트,타이트,발목,블랙,팬츠,우븐,벨보텀
754068,섹시,로맨틱,블랙,블라우스,긴팔,"시폰, 우븐",도트,홀터넥,노멀,발목,블랙,청바지,데님,노멀
781852,섹시,모던,블랙,탑,민소매,니트,무지,홀터넥,타이트,발목,화이트,팬츠,우븐,와이드
787677,섹시,페미닌,화이트,탑,반팔,레이스,그래픽,라운드넥,노멀,니렝스,블랙,스커트,"우븐, 시폰",스키니
787707,섹시,페미닌,블랙,블라우스,긴팔,레이스,플로럴,라운드넥,타이트,니렝스,레드,스커트,우븐,스키니
799788,섹시,페미닌,블랙,니트웨어,긴팔,니트,무지,터틀넥,타이트,미디,브라운,스커트,우븐,노멀
800098,섹시,,블랙,티셔츠,반팔,저지,"호피, 레터링",라운드넥,노멀,발목,베이지,스커트,시폰,와이드
805955,섹시,스트리트,카키,블라우스,7부소매,우븐,스트라이프,오프숄더,루즈,미니,화이트,팬츠,데님,노멀
805975,섹시,매니시,화이트,탑,7부소매,린넨,무지,오프숄더,루즈,발목,핑크,팬츠,우븐,노멀
810902,섹시,페미닌,블랙,니트웨어,긴팔,울/캐시미어,무지,터틀넥,타이트,미니,베이지,스커트,우븐,스키니
825087,섹시,스트리트,블랙,블라우스,긴팔,레이스,도트,터틀넥,노멀,발목,블랙,팬츠,데님,벨보텀
831468,섹시,,,탑,,실크,무지,유넥,노멀,,화이트,,,
832053,섹시,,화이트,탑,긴팔,저지,무지,브이넥,노멀,미니,블랙,스커트,우븐,스키니
837486,섹시,,화이트,탑,긴팔,"메시, 레이스, 우븐",,보트넥,노멀,발목,블루,청바지,데님,스키니
837646,섹시,,블랙,블라우스,긴팔,레이스,무지,,노멀,미니,베이지,스커트,우븐,스키니
847336,섹시,스트리트,블랙,블라우스,긴팔,레이스,,터틀넥,노멀,미디,블루,청바지,데님,노멀
852567,섹시,스트리트,블랙,블라우스,긴팔,시폰,무지,,노멀,발목,네이비,청바지,데님,벨보텀
852618,섹시,로맨틱,화이트,블라우스,긴팔,레이스,,보트넥,노멀,미니,블랙,스커트,우븐,노멀
854375,섹시,스포티,화이트,브라탑,민소매,저지,무지,유넥,타이트,발목,블랙,래깅스,스판덱스,스키니
854405,섹시,,브라운,브라탑,민소매,저지,호피,,타이트,미니,블랙,팬츠,우븐,노멀
856283,섹시,스트리트,블랙,탑,긴팔,,,오프숄더,타이트,발목,스카이블루,청바지,데님,스키니
862208,섹시,,블랙,블라우스,긴팔,레이스,,,노멀,미니,베이지,스커트,우븐,스키니
869868,섹시,스트리트,오렌지,탑,반팔,저지,무지,브이넥,노멀,,스카이블루,,,
869878,섹시,스트리트,오렌지,탑,반팔,저지,무지,브이넥,타이트,발목,블루,청바지,데님,스키니
886060,섹시,스트리트,블랙,블라우스,긴팔,"실크, 우븐",호피,라운드넥,루즈,,블루,,,
891750,섹시,스트리트,블랙,블라우스,긴팔,우븐,그래픽,스퀘어넥,노멀,,스카이블루,청바지,데님,스키니
892000,섹시,스트리트,퍼플,티셔츠,반팔,우븐,무지,브이넥,타이트,발목,스카이블루,청바지,데님,벨보텀
899850,섹시,페미닌,화이트,티셔츠,긴팔,니트,무지,터틀넥,타이트,미니,블랙,스커트,우븐,노멀
899971,섹시,,블랙,티셔츠,반팔,저지,무지,라운드넥,노멀,미니,핑크,스커트,우븐,노멀
900952,섹시,스트리트,블랙,블라우스,민소매,레이스,무지,유넥,노멀,발목,블루,청바지,데님,스키니
919105,섹시,,베이지,니트웨어,민소매,니트,무지,라운드넥,타이트,미니,블랙,스커트,우븐,스키니
93165,섹시,스트리트,오렌지,티셔츠,반팔,저지,무지,라운드넥,오버사이즈,미니,화이트,팬츠,우븐,노멀
956353,섹시,모던,블랙,티셔츠,긴팔,우븐,무지,라운드넥,타이트,미니,블랙,스커트,가죽,노멀
969,섹시,스트리트,브라운,티셔츠,반팔,,호피,라운드넥,루즈,,,팬츠,,
970438,섹시,페미닌,블랙,티셔츠,긴팔,우븐,무지,브이넥,루즈,미니,화이트,스커트,우븐,노멀
991576,섹시,,퍼플,블라우스,반팔,시폰,무지,라운드넥,루즈,미니,블랙,팬츠,우븐,와이드
998531,섹시,모던,화이트,티셔츠,긴팔,저지,무지,,타이트,미니,블랙,스커트,우븐,스키니
1010148,아방가르드,,화이트,블라우스,반팔,"우븐, 레이스",무지,라운드넥,노멀,미디,화이트,스커트,실크,노멀
1012269,아방가르드,스트리트,레드,셔츠,긴팔,우븐,스트라이프,브이넥,노멀,발목,네이비,청바지,데님,노멀
1046252,아방가르드,,블랙,니트웨어,긴팔,니트,,라운드넥,타이트,미디,카키,스커트,우븐,노멀
1055075,아방가르드,,블랙,,긴팔,,,,,미디,네이비,스커트,벨벳,루즈
1061315,아방가르드,,네이비,티셔츠,긴팔,저지,그래픽,라운드넥,루즈,발목,와인,팬츠,우븐,스키니
1069621,아방가르드,스트리트,화이트,니트웨어,반팔,니트,무지,,타이트,미니,블루,청바지,데님,노멀
1077713,아방가르드,,화이트,,긴팔,,,,,미디,와인,스커트,우븐,루즈
1081804,아방가르드,,블랙,티셔츠,긴팔,우븐,무지,라운드넥,루즈,발목,블랙,팬츠,우븐,와이드
1163458,아방가르드,,네이비,브라탑,반팔,우븐,믹스,라운드넥,노멀,미디,화이트,스커트,린넨,와이드
1179522,아방가르드,모던,레드,셔츠,긴팔,울/캐시미어,무지,,오버사이즈,발목,블랙,팬츠,우븐,스키니
120825,아방가르드,모던,화이트,탑,반팔,니트,,라운드넥,루즈,미디,브라운,스커트,니트,루즈
1212183,아방가르드,리조트,화이트,티셔츠,긴팔,저지,무지,터틀넥,오버사이즈,맥시,브라운,팬츠,니트,와이드
1212203,아방가르드,모던,화이트,셔츠,긴팔,우븐,무지,,루즈,발목,블랙,팬츠,우븐,와이드
1212293,아방가르드,스트리트,화이트,티셔츠,긴팔,우븐,"무지, 레터링",유넥,오버사이즈,발목,그레이,팬츠,우븐,와이드
1245109,아방가르드,스트리트,화이트,후드티,긴팔,"저지, 우븐","무지, 체크",후드,오버사이즈,니렝스,블랙,팬츠,스판덱스,스키니
1250074,아방가르드,스트리트,화이트,티셔츠,캡,우븐,무지,라운드넥,노멀,미디,블루,팬츠,우븐,와이드
1258035,아방가르드,,그레이,티셔츠,7부소매,저지,,보트넥,루즈,미디,그레이,팬츠,저지,루즈
1260931,아방가르드,,블랙,탑,7부소매,저지,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,루즈
1263682,아방가르드,,레드,티셔츠,긴팔,우븐,무지,라운드넥,노멀,발목,블루,팬츠,우븐,루즈
1266006,아방가르드,,블랙,니트웨어,반팔,니트,무지,터틀넥,노멀,발목,와인,조거팬츠,우븐,노멀
1337357,아방가르드,,화이트,블라우스,반팔,시폰,믹스,라운드넥,루즈,발목,블랙,팬츠,우븐,노멀
14998,아방가르드,,,티셔츠,,,무지,라운드넥,루즈,미디,,스커트,,노멀
156111,아방가르드,모던,화이트,셔츠,7부소매,린넨,,,루즈,,,팬츠,우븐,
161484,아방가르드,히피,레드,셔츠,7부소매,우븐,체크,,노멀,미디,그레이,스커트,우븐,노멀
177500,아방가르드,스트리트,라벤더,블라우스,반팔,실크,그래픽,라운드넥,루즈,발목,화이트,팬츠,스판덱스,스키니
189808,아방가르드,스트리트,스카이블루,블라우스,7부소매,우븐,믹스,라운드넥,루즈,발목,블랙,스커트,시폰,노멀
246071,아방가르드,로맨틱,화이트,블라우스,긴팔,우븐,무지,,노멀,미디,카키,스커트,우븐,노멀
251345,아방가르드,리조트,베이지,니트웨어,긴팔,울/캐시미어,무지,터틀넥,루즈,발목,베이지,팬츠,니트,와이드
261123,아방가르드,스트리트,그레이,후드티,긴팔,니트,무지,후드,노멀,미디,블랙,스커트,우븐,노멀
262815,아방가르드,페미닌,화이트,탑,민소매,시폰,무지,오프숄더,노멀,미디,화이트,스커트,시폰,와이드
267349,아방가르드,,화이트,티셔츠,긴팔,우븐,무지,,루즈,미디,그린,스커트,"스웨이드, 레이스, 우븐",와이드
304295,아방가르드,,베이지,블라우스,7부소매,우븐,,보트넥,루즈,맥시,화이트,스커트,실크,노멀
387942,아방가르드,스트리트,퍼플,니트웨어,긴팔,니트,믹스,라운드넥,루즈,발목,블루,청바지,데님,스키니
479307,아방가르드,모던,베이지,블라우스,긴팔,실크,무지,,루즈,,블루,,,
479420,아방가르드,모던,화이트,블라우스,긴팔,우븐,무지,라운드넥,루즈,미디,블랙,스커트,우븐,루즈
480470,아방가르드,스트리트,베이지,셔츠,긴팔,린넨,무지,,노멀,발목,,청바지,데님,스키니
503902,아방가르드,스트리트,블랙,,긴팔,,,,,발목,,스커트,우븐,루즈
503922,아방가르드,스트리트,베이지,니트웨어,긴팔,니트,무지,터틀넥,노멀,발목,블랙,스커트,우븐,루즈
551677,아방가르드,모던,블랙,니트웨어,긴팔,"우븐, 니트",무지,라운드넥,노멀,니렝스,그레이,팬츠,울/캐시미어,노멀
552737,아방가르드,모던,화이트,탑,반팔,메시,무지,,노멀,발목,블랙,스커트,"우븐, 시폰",와이드
553199,아방가르드,스트리트,블랙,티셔츠,긴팔,우븐,"무지, 도트",라운드넥,노멀,발목,블랙,팬츠,우븐,스키니
561240,아방가르드,,화이트,블라우스,7부소매,우븐,,라운드넥,노멀,니렝스,블랙,팬츠,저지,와이드
570882,아방가르드,모던,블랙,티셔츠,긴팔,우븐,무지,,루즈,발목,블랙,팬츠,우븐,루즈
571455,아방가르드,페미닌,네이비,블라우스,7부소매,"린넨, 우븐",무지,라운드넥,루즈,미디,블랙,팬츠,우븐,와이드
575575,아방가르드,모던,화이트,블라우스,7부소매,우븐,스트라이프,노카라,루즈,발목,블랙,팬츠,우븐,스키니
576215,아방가르드,모던,화이트,탑,긴팔,,그래픽,라운드넥,루즈,발목,블루,팬츠,우븐,스키니
578027,아방가르드,스트리트,블랙,티셔츠,긴팔,저지,,,루즈,맥시,블랙,팬츠,울/캐시미어,와이드
580206,아방가르드,,블랙,블라우스,반팔,,그래픽,,루즈,발목,화이트,팬츠,우븐,루즈
580950,아방가르드,,화이트,탑,반팔,"우븐, 레이스",,라운드넥,오버사이즈,발목,블랙,팬츠,우븐,스키니
581010,아방가르드,,네이비,탑,반팔,우븐,지그재그,브이넥,오버사이즈,발목,화이트,청바지,데님,스키니
582464,아방가르드,웨스턴,화이트,니트웨어,긴팔,니트,그래픽,,노멀,미디,네이비,팬츠,스웨이드,루즈
582574,아방가르드,스트리트,블랙,티셔츠,긴팔,니트,도트,라운드넥,루즈,,블랙,팬츠,우븐,스키니
597673,아방가르드,모던,블랙,블라우스,7부소매,저지,,라운드넥,루즈,발목,블랙,팬츠,우븐,와이드
598581,아방가르드,모던,블랙,탑,긴팔,"울/캐시미어, 레이스",무지,,루즈,미디,블랙,스커트,울/캐시미어,루즈
598702,아방가르드,모던,블랙,탑,긴팔,우븐,무지,터틀넥,노멀,발목,블랙,팬츠,우븐,스키니
599204,아방가르드,모던,블랙,블라우스,7부소매,시폰,무지,라운드넥,루즈,발목,그레이,팬츠,우븐,와이드
617665,아방가르드,,네이비,블라우스,긴팔,우븐,그래픽,,노멀,발목,,팬츠,데님,노멀
617876,아방가르드,스트리트,베이지,니트웨어,긴팔,니트,무지,터틀넥,루즈,발목,베이지,팬츠,우븐,와이드
618967,아방가르드,,스카이블루,니트웨어,긴팔,니트,지그재그,터틀넥,오버사이즈,발목,블루,청바지,데님,스키니
619189,아방가르드,,그레이,니트웨어,긴팔,니트,,후드,루즈,발목,블랙,팬츠,코듀로이,와이드
626880,아방가르드,스트리트,블루,티셔츠,긴팔,저지,믹스,라운드넥,루즈,발목,스카이블루,청바지,데님,노멀
777568,아방가르드,,베이지,니트웨어,긴팔,"니트, 울/캐시미어",,라운드넥,오버사이즈,니렝스,민트,스커트,울/캐시미어,루즈
816991,아방가르드,,블랙,티셔츠,반팔,우븐,무지,라운드넥,노멀,미디,블랙,스커트,메시,와이드
817041,아방가르드,,네이비,니트웨어,반팔,니트,무지,라운드넥,타이트,니렝스,블랙,스커트,우븐,노멀
817051,아방가르드,,,블라우스,,우븐,무지,라운드넥,노멀,미디,화이트,스커트,우븐,노멀
819512,아방가르드,,블랙,니트웨어,긴팔,니트,무지,터틀넥,타이트,니렝스,브라운,스커트,우븐,루즈
907736,아방가르드,,화이트,블라우스,7부소매,,스트라이프,브이넥,루즈,발목,블랙,팬츠,우븐,루즈
907756,아방가르드,,블랙,블라우스,긴팔,,스트라이프,,루즈,발목,화이트,팬츠,우븐,노멀
939740,아방가르드,모던,화이트,블라우스,반팔,실크,그래픽,라운드넥,노멀,,블랙,,,
